Date,Close
9/26/2019 16:00:00,25.76
9/27/2019 16:00:00,25.24
9/30/2019 16:00:00,25.1
10/1/2019 16:00:00,22.51
10/2/2019 16:00:00,22.6
10/3/2019 16:00:00,22.33
10/4/2019 16:00:00,23.01
10/7/2019 16:00:00,23.51
10/8/2019 16:00:00,23.21
10/9/2019 16:00:00,24
10/10/2019 16:00:00,23.14
10/11/2019 16:00:00,22.39
10/14/2019 16:00:00,21.47
10/15/2019 16:00:00,23.45
10/16/2019 16:00:00,23.03
10/17/2019 16:00:00,23.86
10/18/2019 16:00:00,23.52
10/21/2019 16:00:00,22.26
10/22/2019 16:00:00,21.16
10/23/2019 16:00:00,21.08
10/24/2019 16:00:00,21.34
10/25/2019 16:00:00,22.4
10/28/2019 16:00:00,21.46
10/29/2019 16:00:00,23.18
10/30/2019 16:00:00,23.72
10/31/2019 16:00:00,23.87
11/1/2019 16:00:00,24.99
11/4/2019 16:00:00,24.61
11/5/2019 16:00:00,22.74
11/6/2019 16:00:00,23.02
11/7/2019 16:00:00,22.63
11/8/2019 16:00:00,23.52
11/11/2019 16:00:00,24.04
11/12/2019 16:00:00,24.69
11/13/2019 16:00:00,25.98
11/14/2019 16:00:00,25.93
11/15/2019 16:00:00,27.23
11/18/2019 16:00:00,30.25
11/19/2019 16:00:00,29.24
11/20/2019 16:00:00,29.1
11/21/2019 16:00:00,29.8
11/22/2019 16:00:00,29.36
11/25/2019 16:00:00,30.87
11/26/2019 16:00:00,30.96
11/27/2019 16:00:00,32.16
11/29/2019 13:00:00,35.23
12/2/2019 16:00:00,36.84
12/3/2019 16:00:00,33.48
12/4/2019 16:00:00,32.96
12/5/2019 16:00:00,31.31
12/6/2019 16:00:00,32.63
12/9/2019 16:00:00,34.77
12/10/2019 16:00:00,32.78
12/11/2019 16:00:00,32.03
12/12/2019 16:00:00,30.85
12/13/2019 16:00:00,31.53
12/16/2019 16:00:00,31.34
12/17/2019 16:00:00,32.93
12/18/2019 16:00:00,31.89
12/19/2019 16:00:00,31.93
12/20/2019 16:00:00,29.99
12/23/2019 16:00:00,29.22
12/24/2019 13:00:00,28.75
12/26/2019 16:00:00,27
12/27/2019 16:00:00,27
12/30/2019 16:00:00,27.69
12/31/2019 16:00:00,28.4
1/2/2020 16:00:00,29.74
1/3/2020 16:00:00,30.6
1/6/2020 16:00:00,29.75
1/7/2020 16:00:00,30.4
1/8/2020 16:00:00,29.65
1/9/2020 16:00:00,27.87
1/10/2020 16:00:00,28.01
1/13/2020 16:00:00,28.53
1/14/2020 16:00:00,29.69
1/15/2020 16:00:00,30.86
1/16/2020 16:00:00,30.83
1/17/2020 16:00:00,31.7
1/21/2020 16:00:00,32
1/22/2020 16:00:00,30.68
1/23/2020 16:00:00,30.06
1/24/2020 16:00:00,30.5
1/27/2020 16:00:00,31.25
1/28/2020 16:00:00,31.38
1/29/2020 16:00:00,31.5
1/30/2020 16:00:00,32.26
1/31/2020 16:00:00,32.36
2/3/2020 16:00:00,33.37
2/4/2020 16:00:00,33.47
2/5/2020 16:00:00,32.7
2/6/2020 16:00:00,29
2/7/2020 16:00:00,27.86
2/10/2020 16:00:00,28.6
2/11/2020 16:00:00,28.65
2/12/2020 16:00:00,28.34
2/13/2020 16:00:00,28.85
2/14/2020 16:00:00,27.66
2/18/2020 16:00:00,27.08
2/19/2020 16:00:00,27.1
2/20/2020 16:00:00,26.98
2/21/2020 16:00:00,25.49
2/24/2020 16:00:00,26.5
2/25/2020 16:00:00,27.11
2/26/2020 16:00:00,29.19
2/27/2020 16:00:00,28.72
2/28/2020 16:00:00,26.69
3/2/2020 16:00:00,27.92
3/3/2020 16:00:00,26.69
3/4/2020 16:00:00,27.25
3/5/2020 16:00:00,27.1
3/6/2020 16:00:00,24.98
3/9/2020 16:00:00,23.21
3/10/2020 16:00:00,22.97
3/11/2020 16:00:00,22
3/12/2020 16:00:00,19.51
3/13/2020 16:00:00,19.72
3/16/2020 16:00:00,22.25
3/17/2020 16:00:00,25.45
3/18/2020 16:00:00,25.79
3/19/2020 16:00:00,24.99
3/20/2020 16:00:00,23.01
3/23/2020 16:00:00,23.34
3/24/2020 16:00:00,24.57
3/25/2020 16:00:00,24.52
3/26/2020 16:00:00,25.75
3/27/2020 16:00:00,25.98
3/30/2020 16:00:00,27.7
3/31/2020 16:00:00,26.55
4/1/2020 16:00:00,27.96
4/2/2020 16:00:00,26.74
4/3/2020 16:00:00,28.75
4/6/2020 16:00:00,28.37
4/7/2020 16:00:00,27.58
4/8/2020 16:00:00,27.5
4/9/2020 16:00:00,28.45
4/13/2020 16:00:00,31.99
4/14/2020 16:00:00,31.88
4/15/2020 16:00:00,35.61
4/16/2020 16:00:00,36.35
4/17/2020 16:00:00,33.49
4/20/2020 16:00:00,31.07
4/21/2020 16:00:00,31.39
4/22/2020 16:00:00,31.18
4/23/2020 16:00:00,29.89
4/24/2020 16:00:00,31.74
4/27/2020 16:00:00,31.78
4/28/2020 16:00:00,30
4/29/2020 16:00:00,31.89
4/30/2020 16:00:00,31.5
5/1/2020 16:00:00,32.05
5/4/2020 16:00:00,33.9
5/5/2020 16:00:00,36.22
5/6/2020 16:00:00,38.03
5/7/2020 16:00:00,44.12
5/8/2020 16:00:00,43
5/11/2020 16:00:00,42.8
5/12/2020 16:00:00,46.17
5/13/2020 16:00:00,45.17
5/14/2020 16:00:00,45.11
5/15/2020 16:00:00,48.42
5/18/2020 16:00:00,43.61
5/19/2020 16:00:00,44.8
5/20/2020 16:00:00,45.11
5/21/2020 16:00:00,45.3
5/22/2020 16:00:00,45.81
5/26/2020 16:00:00,41.7
5/27/2020 16:00:00,41.07
5/28/2020 16:00:00,42.61
5/29/2020 16:00:00,42.19
6/1/2020 16:00:00,45.85
6/2/2020 16:00:00,49.01
6/3/2020 16:00:00,47.83
6/4/2020 16:00:00,47.88
6/5/2020 16:00:00,45.9
6/8/2020 16:00:00,44.78
6/9/2020 16:00:00,47.64
6/10/2020 16:00:00,47.11
6/11/2020 16:00:00,45.98
6/12/2020 16:00:00,47.1
6/15/2020 16:00:00,49.94
6/16/2020 16:00:00,49.91
6/17/2020 16:00:00,49.17
6/18/2020 16:00:00,51.08
6/19/2020 16:00:00,50.89
6/22/2020 16:00:00,53.03
6/23/2020 16:00:00,54.88
6/24/2020 16:00:00,55.55
6/25/2020 16:00:00,58.06
6/26/2020 16:00:00,58.43
6/29/2020 16:00:00,57.21
6/30/2020 16:00:00,57.77
7/1/2020 16:00:00,60.25
7/2/2020 16:00:00,59.16
7/6/2020 16:00:00,60.48
7/7/2020 16:00:00,60.82
7/8/2020 16:00:00,62.52
7/9/2020 16:00:00,64.49
7/10/2020 16:00:00,68.47
7/13/2020 16:00:00,61.58
7/14/2020 16:00:00,62.95
7/15/2020 16:00:00,63.13
7/16/2020 16:00:00,61.29
7/17/2020 16:00:00,58.53
7/20/2020 16:00:00,64.71
7/21/2020 16:00:00,62.88
7/22/2020 16:00:00,64.14
7/23/2020 16:00:00,62.31
7/24/2020 16:00:00,61.82
7/27/2020 16:00:00,63.68
7/28/2020 16:00:00,64.11
7/29/2020 16:00:00,66.65
7/30/2020 16:00:00,65.28
7/31/2020 16:00:00,68.22
8/3/2020 16:00:00,72.68
8/4/2020 16:00:00,70.01
8/5/2020 16:00:00,71.21
8/6/2020 16:00:00,69.72
8/7/2020 16:00:00,68.3
8/10/2020 16:00:00,67.12
8/11/2020 16:00:00,64.96
8/12/2020 16:00:00,64.36
8/13/2020 16:00:00,65.71
8/14/2020 16:00:00,64.34
8/17/2020 16:00:00,65.26
8/18/2020 16:00:00,69.82
8/19/2020 16:00:00,67.59
8/20/2020 16:00:00,68.72
8/21/2020 16:00:00,69.35
8/24/2020 16:00:00,66.87
8/25/2020 16:00:00,66.45
8/26/2020 16:00:00,67.3
8/27/2020 16:00:00,70.3
8/28/2020 16:00:00,75.96
8/31/2020 16:00:00,76.67
9/1/2020 16:00:00,83.67
9/2/2020 16:00:00,91.06
9/3/2020 16:00:00,82.28
9/4/2020 16:00:00,80.63
9/8/2020 16:00:00,85.6
9/9/2020 16:00:00,91.17
9/10/2020 16:00:00,87.75
9/11/2020 16:00:00,84.04
9/14/2020 16:00:00,82.01
9/15/2020 16:00:00,85.45
9/16/2020 16:00:00,82.59
9/17/2020 16:00:00,85.2
9/18/2020 16:00:00,89.7
9/21/2020 16:00:00,94.8
9/22/2020 16:00:00,94.39
9/23/2020 16:00:00,95.23
9/24/2020 16:00:00,88.56
9/25/2020 16:00:00,97.73
9/28/2020 16:00:00,96.91
9/29/2020 16:00:00,100.47
9/30/2020 16:00:00,99.24
10/1/2020 16:00:00,105.2
10/2/2020 16:00:00,107.51
10/5/2020 16:00:00,110.74
10/6/2020 16:00:00,111.31
10/7/2020 16:00:00,116.96
10/8/2020 16:00:00,115
10/9/2020 16:00:00,123.02
10/12/2020 16:00:00,127.3
10/13/2020 16:00:00,130.97
10/14/2020 16:00:00,131.44
10/15/2020 16:00:00,136.43
10/16/2020 16:00:00,131.33
10/19/2020 16:00:00,133.01
10/20/2020 16:00:00,131.93
10/21/2020 16:00:00,124.3
10/22/2020 16:00:00,120.8
10/23/2020 16:00:00,122.53
10/26/2020 16:00:00,118.1
10/27/2020 16:00:00,121.15
10/28/2020 16:00:00,122.12
10/29/2020 16:00:00,115.91
10/30/2020 16:00:00,110.21
11/2/2020 16:00:00,113.44
11/3/2020 16:00:00,111.7
11/4/2020 16:00:00,118.6
11/5/2020 16:00:00,126.63
11/6/2020 16:00:00,125.46
11/9/2020 16:00:00,100.01
11/10/2020 16:00:00,105.21
11/11/2020 16:00:00,106.21
11/12/2020 16:00:00,108.72
11/13/2020 16:00:00,100.79
11/16/2020 16:00:00,101.9
11/17/2020 16:00:00,102.49
11/18/2020 16:00:00,104.49
11/19/2020 16:00:00,105.26
11/20/2020 16:00:00,110.9
11/23/2020 16:00:00,112.05
11/24/2020 16:00:00,105.42
11/25/2020 16:00:00,106.94
11/27/2020 13:00:00,108.98
11/30/2020 16:00:00,116.35
12/1/2020 16:00:00,112.03
12/2/2020 16:00:00,113.18
12/3/2020 16:00:00,116.2
12/4/2020 16:00:00,114.45
12/7/2020 16:00:00,116.63
12/8/2020 16:00:00,118.25
12/9/2020 16:00:00,110.79
12/10/2020 16:00:00,117.99
12/11/2020 16:00:00,117.1
12/14/2020 16:00:00,121.91
12/15/2020 16:00:00,127.78
12/16/2020 16:00:00,134
12/17/2020 16:00:00,136.8
12/18/2020 16:00:00,139.84
12/21/2020 16:00:00,144.39
12/22/2020 16:00:00,161.21
12/23/2020 16:00:00,162.76
12/24/2020 13:00:00,162.72
12/28/2020 16:00:00,152.18
12/29/2020 16:00:00,150.1
12/30/2020 16:00:00,154.96
12/31/2020 16:00:00,151.72
1/4/2021 16:00:00,145.96
1/5/2021 16:00:00,148.53
1/6/2021 16:00:00,143.76
1/7/2021 16:00:00,154
1/8/2021 16:00:00,158.88
1/11/2021 16:00:00,152.34
1/12/2021 16:00:00,156.04
1/13/2021 16:00:00,167.42
1/14/2021 16:00:00,165.25
1/15/2021 16:00:00,157.81
1/19/2021 16:00:00,150.14
1/20/2021 16:00:00,155.79
1/21/2021 16:00:00,158.13
1/22/2021 16:00:00,159.75
1/25/2021 16:00:00,157.14
1/26/2021 16:00:00,147.79
1/27/2021 16:00:00,144.96
1/28/2021 16:00:00,145.83
1/29/2021 16:00:00,146.13
2/1/2021 16:00:00,146.79
2/2/2021 16:00:00,147.73
2/3/2021 16:00:00,147.17
2/4/2021 16:00:00,157.53
2/5/2021 16:00:00,148.3
2/8/2021 16:00:00,144.99
2/9/2021 16:00:00,147.76
2/10/2021 16:00:00,145.04
2/11/2021 16:00:00,146.48
2/12/2021 16:00:00,154.67
2/16/2021 16:00:00,145.88
2/17/2021 16:00:00,139.23
2/18/2021 16:00:00,138.45
2/19/2021 16:00:00,139.71
2/22/2021 16:00:00,125.75
2/23/2021 16:00:00,126.89
2/24/2021 16:00:00,122.72
2/25/2021 16:00:00,115.21
2/26/2021 16:00:00,120.47
3/1/2021 16:00:00,123.81
3/2/2021 16:00:00,117.97
3/3/2021 16:00:00,108.08
3/4/2021 16:00:00,104.75
3/5/2021 16:00:00,105.13
3/8/2021 16:00:00,101.35
3/9/2021 16:00:00,116.02
3/10/2021 16:00:00,111.32
3/11/2021 16:00:00,117.65
3/12/2021 16:00:00,111.55
3/15/2021 16:00:00,112.74
3/16/2021 16:00:00,107.96
3/17/2021 16:00:00,107.79
3/18/2021 16:00:00,102.74
3/19/2021 16:00:00,108.31
3/22/2021 16:00:00,109.54
3/23/2021 16:00:00,113.35
3/24/2021 16:00:00,101.79
3/25/2021 16:00:00,103.23
3/26/2021 16:00:00,106.42
3/29/2021 16:00:00,105.02
3/30/2021 16:00:00,107.17
3/31/2021 16:00:00,112.44
4/1/2021 16:00:00,112.09
4/5/2021 16:00:00,109.09
4/6/2021 16:00:00,115.38
4/7/2021 16:00:00,115.2
4/8/2021 16:00:00,123.62
4/9/2021 16:00:00,118.6
4/12/2021 16:00:00,118.97
4/13/2021 16:00:00,122.36
4/14/2021 16:00:00,117.8
4/15/2021 16:00:00,119.9
4/16/2021 16:00:00,116.21
4/19/2021 16:00:00,107.75
4/20/2021 16:00:00,106.5
4/21/2021 16:00:00,99.93
4/22/2021 16:00:00,101.49
4/23/2021 16:00:00,101.07
4/26/2021 16:00:00,103.27
4/27/2021 16:00:00,102.34
4/28/2021 16:00:00,103.22
4/29/2021 16:00:00,98.9
4/30/2021 16:00:00,98.35
5/3/2021 16:00:00,95.84
5/4/2021 16:00:00,96.7
5/5/2021 16:00:00,82.62
5/6/2021 16:00:00,83.78
5/7/2021 16:00:00,83.81
5/10/2021 16:00:00,87.49
5/11/2021 16:00:00,91.01
5/12/2021 16:00:00,89.35
5/13/2021 16:00:00,95.29
5/14/2021 16:00:00,96.58
5/17/2021 16:00:00,92.29
5/18/2021 16:00:00,95.19
5/19/2021 16:00:00,96.55
5/20/2021 16:00:00,100.46
5/21/2021 16:00:00,100.9
5/24/2021 16:00:00,101.16
5/25/2021 16:00:00,99.44
5/26/2021 16:00:00,109.56
5/27/2021 16:00:00,112.6
5/28/2021 16:00:00,110.31
6/1/2021 16:00:00,108.89
6/2/2021 16:00:00,108.55
6/3/2021 16:00:00,103.1
6/4/2021 16:00:00,103.01
6/7/2021 16:00:00,109.79
6/8/2021 16:00:00,109.69
6/9/2021 16:00:00,106.97
6/10/2021 16:00:00,106.08
6/11/2021 16:00:00,113.12
6/14/2021 16:00:00,112.09
6/15/2021 16:00:00,106.11
6/16/2021 16:00:00,105.07
6/17/2021 16:00:00,108.81
6/18/2021 16:00:00,109.12
6/21/2021 16:00:00,108.11
6/22/2021 16:00:00,117.17
6/23/2021 16:00:00,117.48
6/24/2021 16:00:00,121.85
6/25/2021 16:00:00,121.49
6/28/2021 16:00:00,126.92
6/29/2021 16:00:00,125.68
6/30/2021 16:00:00,124.02
7/1/2021 16:00:00,122.16
7/2/2021 16:00:00,121.6
7/6/2021 16:00:00,123.69
7/7/2021 16:00:00,123.51
7/8/2021 16:00:00,124.06
7/9/2021 16:00:00,117.84
7/12/2021 16:00:00,120.31
7/13/2021 16:00:00,119.85
7/14/2021 16:00:00,113.36
7/15/2021 16:00:00,111.19
7/16/2021 16:00:00,110.54
7/19/2021 16:00:00,118.43
7/20/2021 16:00:00,126.35
7/21/2021 16:00:00,126.43
7/22/2021 16:00:00,119.67
7/23/2021 16:00:00,121.55
7/26/2021 16:00:00,122.68
7/27/2021 16:00:00,121.36
7/28/2021 16:00:00,121.92
7/29/2021 16:00:00,118.1
7/30/2021 16:00:00,118.05
8/2/2021 16:00:00,120.69
8/3/2021 16:00:00,119.27
8/4/2021 16:00:00,120.93
8/5/2021 16:00:00,120.22
8/6/2021 16:00:00,112.69
8/9/2021 16:00:00,116.58
8/10/2021 16:00:00,113.84
8/11/2021 16:00:00,112.95
8/12/2021 16:00:00,112.64
8/13/2021 16:00:00,110.88
8/16/2021 16:00:00,110
8/17/2021 16:00:00,113.25
8/18/2021 16:00:00,110.65
8/19/2021 16:00:00,107.8
8/20/2021 16:00:00,108.07
8/23/2021 16:00:00,106.59
8/24/2021 16:00:00,113.71
8/25/2021 16:00:00,116.25
8/26/2021 16:00:00,114.09
8/27/2021 16:00:00,104.34
8/30/2021 16:00:00,101.48
8/31/2021 16:00:00,100.19
9/1/2021 16:00:00,100.04
9/2/2021 16:00:00,101
9/3/2021 16:00:00,98.56
9/7/2021 16:00:00,96.48
9/8/2021 16:00:00,97.5
9/9/2021 16:00:00,107.08
9/10/2021 16:00:00,114.39
9/13/2021 16:00:00,111.51
9/14/2021 16:00:00,108.5
9/15/2021 16:00:00,105.56
9/16/2021 16:00:00,104.92
9/17/2021 16:00:00,103.42
9/20/2021 16:00:00,100.73
9/21/2021 16:00:00,100.92
9/22/2021 16:00:00,94.55
9/23/2021 16:00:00,94.38
9/24/2021 16:00:00,92.64
9/27/2021 16:00:00,92.07
9/28/2021 16:00:00,87.8
9/29/2021 16:00:00,85.4
9/30/2021 16:00:00,87.05
10/1/2021 16:00:00,86.71
10/4/2021 16:00:00,82.35
10/5/2021 16:00:00,82.56
10/6/2021 16:00:00,83.76
10/7/2021 16:00:00,87.74
10/8/2021 16:00:00,86.11
10/11/2021 16:00:00,84.87
10/12/2021 16:00:00,86.65
10/13/2021 16:00:00,86.71
10/14/2021 16:00:00,85.85
10/15/2021 16:00:00,85.11
10/18/2021 16:00:00,87.65
10/19/2021 16:00:00,88.19
10/20/2021 16:00:00,90.65
10/21/2021 16:00:00,94.83
10/22/2021 16:00:00,93.83
10/25/2021 16:00:00,96.6
10/26/2021 16:00:00,93.46
10/27/2021 16:00:00,88.45
10/28/2021 16:00:00,90.31
10/29/2021 16:00:00,91.44
11/1/2021 16:00:00,92.83
11/2/2021 16:00:00,89.37
11/3/2021 16:00:00,89.9
11/4/2021 16:00:00,86.06
11/5/2021 16:00:00,55.64
11/8/2021 16:00:00,51.25
11/9/2021 16:00:00,50.13
11/10/2021 16:00:00,48.95
11/11/2021 16:00:00,50.52
11/12/2021 16:00:00,49.22
11/15/2021 16:00:00,47.49
11/16/2021 16:00:00,54.85
11/17/2021 16:00:00,51.13
11/18/2021 16:00:00,48.4
11/19/2021 16:00:00,47.14
11/22/2021 16:00:00,44.08
11/23/2021 16:00:00,42.97
11/24/2021 16:00:00,43.92
11/26/2021 13:00:00,46.41
11/29/2021 16:00:00,44.39
11/30/2021 16:00:00,44
12/1/2021 16:00:00,42.25
12/2/2021 16:00:00,44.45
12/3/2021 16:00:00,43.55
12/6/2021 16:00:00,42.49
12/7/2021 16:00:00,41.78
12/8/2021 16:00:00,45.91
12/9/2021 16:00:00,40.7
12/10/2021 16:00:00,38.51
12/13/2021 16:00:00,41.34
12/14/2021 16:00:00,39.26
12/15/2021 16:00:00,38.5
12/16/2021 16:00:00,39.81
12/17/2021 16:00:00,42.45
12/20/2021 16:00:00,38.7
12/21/2021 16:00:00,39.19
12/22/2021 16:00:00,37.78
12/23/2021 16:00:00,38.59
12/27/2021 16:00:00,36.71
12/28/2021 16:00:00,35.13
12/29/2021 16:00:00,34.56
12/30/2021 16:00:00,37.19
12/31/2021 16:00:00,35.76
1/3/2022 16:00:00,35.2
1/4/2022 16:00:00,33.82
1/5/2022 16:00:00,32.23
1/6/2022 16:00:00,33.86
1/7/2022 16:00:00,35.58
1/10/2022 16:00:00,34.37
1/11/2022 16:00:00,36.56
1/12/2022 16:00:00,34.49
1/13/2022 16:00:00,32.15
1/14/2022 16:00:00,31.33
1/18/2022 16:00:00,30.23
1/19/2022 16:00:00,31.84
1/20/2022 16:00:00,24.22
1/21/2022 16:00:00,27.06
1/24/2022 16:00:00,29.71
1/25/2022 16:00:00,26.53
1/26/2022 16:00:00,24.75
1/27/2022 16:00:00,23.97
1/28/2022 16:00:00,25.64
1/31/2022 16:00:00,27.33
2/1/2022 16:00:00,28.02
2/2/2022 16:00:00,26.7
2/3/2022 16:00:00,24.25
2/4/2022 16:00:00,24.6
2/7/2022 16:00:00,29.75
2/8/2022 16:00:00,37.27
2/9/2022 16:00:00,38.77
2/10/2022 16:00:00,37.46
2/11/2022 16:00:00,34.68
2/14/2022 16:00:00,32.83
2/15/2022 16:00:00,33.25
2/16/2022 16:00:00,32.05
2/17/2022 16:00:00,30.59
2/18/2022 16:00:00,29.63
2/22/2022 16:00:00,28.55
2/23/2022 16:00:00,27
2/24/2022 16:00:00,28.3
2/25/2022 16:00:00,28.19
2/28/2022 16:00:00,29.06
3/1/2022 16:00:00,27.62
3/2/2022 16:00:00,26.73
3/3/2022 16:00:00,24.52
3/4/2022 16:00:00,23.49
3/7/2022 16:00:00,22.52
3/8/2022 16:00:00,22.55
3/9/2022 16:00:00,23.44
3/10/2022 16:00:00,22.61
3/11/2022 16:00:00,21.14
3/14/2022 16:00:00,20.2
3/15/2022 16:00:00,22.61
3/16/2022 16:00:00,23.31
3/17/2022 16:00:00,24.7
3/18/2022 16:00:00,26.62
3/21/2022 16:00:00,26.25
3/22/2022 16:00:00,27.53
3/23/2022 16:00:00,28.71
